Carpet Area,BHK,House Type,Furnishing,Address,Price
1200 sqft,2,Apartment,Furnished,Adajan Patiya Surat,"₹
50 Lac"
775 sqft,2,Apartment,Unfurnished,"Neelkanth Residency, Palanpur Gam Surat","₹
45 Lac"
1000 sqft,2,Apartment,Unfurnished,Punagam Surat,"₹
40 Lac"
1300 sqft,2,Apartment,Semi-Furnished,Nanpura Surat,"₹
60 Lac"
1008 sqft,2,House,Semi-Furnished,Bhestan Surat,"₹
43.5 Lac"
625 sqft,1,N/A,Unfurnished,Rander Road Surat,"₹
17 Lac"
450 sqft,1,N/A,Semi-Furnished,Varachha Main Road Surat,"₹
18 Lac"
1185 sqft,2,Apartment,Unfurnished,"Neelkamal Apartment, Gohod Dor Oad Surat","₹
55 Lac"
1100 sqft,2,N/A,Unfurnished,Bardoli Surat,"₹
16 Lac"
1100 sqft,2,Apartment,Unfurnished,Mota Varachha Surat,"₹
36 Lac"
1380 sqft,3,Apartment,Unfurnished,Dumas Road Surat,"₹
85 Lac"
750 sqft,1,Apartment,Unfurnished,"Rameshwaram Terrace, Pal Gam Surat","₹
28 Lac"
1200 sqft,1,House,Unfurnished,magaj row house Surat,"₹
75 Lac"
385 sqft,2,House,Unfurnished,Nanpura Surat,"₹
83 Lac"
2000 sqft,2,Apartment,Unfurnished,Althan Surat,"₹
89.5 Lac"
950 sqft,2,N/A,Semi-Furnished,Nan Pura Surat,"₹
22 Lac"
485 sqft,2,Apartment,Unfurnished,Jahangir Pura Surat,"₹
20 Lac"
2409 sqft,3,Apartment,Semi-Furnished,"Western Veerbhadra Heights, Dumas Road Surat","₹
1.30 Cr"
410 sqft,1,Apartment,Furnished,Surat City Surat,"₹
20 Lac"
480 sqft,1,House,Unfurnished,Deladva Gam Surat,"₹
30 Lac"
508 sqft,1,N/A,Furnished,Amroli Surat,"₹
15 Lac"
2018 sqft,3,Apartment,Furnished,"Rajhans Synfonia, Vesu Surat","₹
1.40 Cr"
540 sqft,1,N/A,Unfurnished,Bhatar Road Surat,"₹
20 Lac"
1450 sqft,2,N/A,Unfurnished,Bhagal Surat,"₹
30 Lac"
527 sqft,1,House,Unfurnished,Olpad Surat,"₹
20 Lac"
1100 sqft,2,Apartment,Unfurnished,Mahidhar Pur Surat,"₹
50 Lac"
1300 sqft,2,Apartment,Furnished,Choryasi Surat,"₹
32 Lac"
536 sqft,1,Apartment,Furnished,"Swapna Shurshti, Pal Surat","₹
28 Lac"
1645 sqft,3,Apartment,Semi-Furnished,"Shree Krishna Dreams, Godadara Surat","₹
56 Lac"
1695 sqft,3,Apartment,Semi-Furnished,Vesu Surat,"₹
1.37 Cr"
450 sqft,1,House,Unfurnished,Kamrej Surat,"₹
12 Lac"
1200 sqft,2,Apartment,Furnished,Adajan Surat,"₹
51 Lac"
900 sqft,2,Apartment,Semi-Furnished,Amroli Surat,"₹
27 Lac"
26 sqm,1,Villa,Unfurnished,Kadodara Surat,"₹
11 Lac"
675 sqft,1,Apartment,Semi-Furnished,"Nil Gagan Apartment, Athwa Gate Surat","₹
22 Lac"
1220 sqft,2,Apartment,Unfurnished,"Shiv Shrungal Solitaire, VIP Road Surat","₹
52 Lac"
600 sqft,1,N/A,Semi-Furnished,Punagam Surat,"₹
13 Lac"
615 sqft,1,N/A,Unfurnished,Dindoli Surat,"₹
15 Lac"
2 sqm,2,House,Semi-Furnished,Rangoli Chokdi Surat,"₹
2.5 Lac"
450 sqft,1,Apartment,Furnished,Jahangirabad Surat,"₹
23 Lac"
1420 sqft,3,Apartment,Furnished,"Vasant Vihar Township, Althan Surat","₹
75 Lac"
1900 sqft,3,Apartment,Furnished,Anand Mahal Road Surat,"₹
92 Lac"
1052 sqft,2,Apartment,Furnished,Surat Surat,"₹
30 Lac"
850 sqft,2,Apartment,Semi-Furnished,Palanpur Surat,"₹
45 Lac"
1000 sqft,1,House,Unfurnished,Dindoli Surat,"₹
32.5 Lac"
1395 sqft,2,Apartment,Semi-Furnished,Pal Gam Surat,"₹
65 Lac"
350 sqft,1,N/A,Unfurnished,Kadodara Surat,"₹
10.5 Lac"
1050 sqft,2,Apartment,Unfurnished,"Sweet Home, Amroli Surat","₹
25.5 Lac"
425 sqft,1,N/A,Unfurnished,Palanpur Jakatnaka Surat,"₹
20 Lac"
850 sqft,2,Apartment,Semi-Furnished,"Shyam Residency, Vesu Surat","₹
40 Lac"
900 sqft,2,Apartment,Semi-Furnished,Althan Surat,"₹
52 Lac"
3000 sqft,5,House,Furnished,Ghod Dod Road Surat,"₹
1.20 Cr"
3280 sqft,5,House,Unfurnished,"Atithi Western Oasis, Adajan Surat","₹
2.51 Cr"
800 sqft,1,Apartment,Unfurnished,Parvat Patiya Surat,"₹
23.2 Lac"
1600 sqft,2,House,Semi-Furnished,Olpad Sayan Road Surat,"₹
55 Lac"
1800 sqft,2,House,Furnished,Adajan Surat,"₹
68 Lac"
200 sqyrd,3,House,Unfurnished,Piplod Surat,"₹
2.50 Cr"
600 sqft,1,Apartment,Unfurnished,Palanpur Jakatnaka Surat,"₹
20 Lac"
8500 sqft,6,Villa,Furnished,Ghod Dod Road Surat,"₹
7 Cr"
1020 sqft,2,N/A,Unfurnished,Udhana Surat,"₹
40 Lac"
1105 sqft,2,Apartment,Semi-Furnished,"Kailash Residency, Dindoli Surat","₹
28 Lac"
1320 sqft,2,Apartment,N/A,"Mangalam Heights, Vesu Surat","₹
55 Lac"
1125 sqft,2,Apartment,N/A,"Bhoomi Poojan Residency, Varachha Surat","₹
36 Lac"
2600 sqft,4,House,Unfurnished,Katargam Surat,"₹
1.75 Cr"
785 sqft,1,Apartment,Furnished,"Panchtatva Residency, Mota Varachha Surat","₹
25 Lac"
1080 sqft,4,House,Unfurnished,Udhana Surat,"₹
41 Lac"
1000 sqft,4,House,Unfurnished,Mahidhar Pur Surat,"₹
5 Cr"
1440 sqft,3,House,Unfurnished,Sagrampura Surat,"₹
2.50 Cr"
600 sqft,1,N/A,Semi-Furnished,Chowk Bazar Surat,"₹
12 Lac"
1235 sqft,2,Apartment,Semi-Furnished,Ghod Dod Road Surat,"₹
48 Lac"
800 sqft,2,House,Semi-Furnished,Anand Mahal Road Surat,"₹
1.10 Cr"
3217 sqft,5,Apartment,Unfurnished,"Surya Heritage, Vesu Surat","₹
6.07 Cr"
70 sqft,2,House,Semi-Furnished,Adajan Surat,"₹
75 Lac"
1389 sqft,2,Apartment,Unfurnished,"Rajhans Synfonia, Vesu Surat","₹
80 Lac"
2160 sqft,5,House,Semi-Furnished,Godadara Surat,"₹
85 Lac"
"397,305 sqyrd",1,House,Unfurnished,Shiv dhara Surat,"₹
10.5 Lac"
700 sqft,2,Villa,Semi-Furnished,"Satyam Avenue, Haldharu Surat","₹
23 Lac"
1100 sqft,2,N/A,Semi-Furnished,Kim Surat,"₹
16 Lac"
578 sqft,1,N/A,Semi-Furnished,Bhestan Surat,"₹
12 Lac"
1160 sqft,2,Apartment,Semi-Furnished,Mota Varachha Surat,"₹
63.8 Lac"
1800 sqft,4,House,Unfurnished,Maroli Surat,"₹
40 Lac"
615 sqft,1,Apartment,Furnished,Athawa Lines Surat,"₹
17 Lac"
740 sqft,1,Apartment,Unfurnished,"Prayosha Prime, Dindoli Surat","₹
19.5 Lac"
800 sqft,2,Apartment,Semi-Furnished,Surat,"₹
22.5 Lac"
1700 sqft,3,Apartment,N/A,"Jolly Residency, Vesu Surat","₹
86 Lac"
1283 sqft,2,Apartment,Unfurnished,"Nandini 3, Vesu Surat","₹
55 Lac"
90 sqyrd,2,House,Semi-Furnished,Kamrej Surat,"₹
45 Lac"
1710 sqft,4,House,Unfurnished,Adajan Surat,"₹
2.75 Cr"
135 sqyrd,5,House,Unfurnished,New citylight Surat,"₹
3.30 Cr"
1235 sqft,2,Apartment,Semi-Furnished,Adajan Surat,"₹
45 Lac"
4059 sqft,4,N/A,Furnished,Althan Surat,"₹
3.11 Cr"
5000 sqft,4,House,Furnished,Bhatha Surat,"₹
2 Cr"
1600 sqft,3,House,Semi-Furnished,Jahangirabad Surat,"₹
2.25 Cr"
1200 sqft,2,N/A,Unfurnished,Shahpore Surat,"₹
50 Lac"
350 sqft,1,N/A,Unfurnished,Begampura Surat,"₹
9.8 Lac"
1125 sqft,2,Apartment,Unfurnished,"Sanai Residency, Adajan Surat","₹
48 Lac"
1400 sqft,3,Apartment,Furnished,Sachin Surat,"₹
65 Lac"
1150 sqft,2,Apartment,Unfurnished,"Rajhans Apple, Palanpur Gam Surat","₹
38 Lac"
850 sqft,2,Apartment,Unfurnished,Aarav Apartment Surat,"₹
25 Lac"
560 sqft,1,N/A,Unfurnished,Kadodara Surat,"₹
12 Lac"
300 sqft,1,N/A,Unfurnished,Gopi Pura Surat,"₹
10 Lac"
1300 sqft,3,Apartment,Furnished,"Neelkanth Residency, Palanpur Gam Surat","₹
75 Lac"
720 sqft,3,House,Semi-Furnished,Ring Road Surat,"₹
1.05 Cr"
847 sqft,2,Apartment,Furnished,Adajan Surat,"₹
50 Lac"
330 sqyrd,4,House,Furnished,Parley Point Surat,"₹
7.50 Cr"
1320 sqft,2,House,Unfurnished,Lal Darwaja Surat,"₹
95 Lac"
1600 sqft,4,House,Furnished,Dindoli Surat,"₹
75 Lac"
3057 sqft,4,Apartment,Unfurnished,"Palm Heaven, Vesu Surat","₹
2.14 Cr"
1618 sqft,3,Apartment,Semi-Furnished,"Anand Avenue, Jahangirabad Surat","₹
99 Lac"
680 sqft,3,Apartment,Unfurnished,Variav Surat,"₹
28.5 Lac"
900 sqft,2,House,Unfurnished,"Gruham Royal Park, Olpad Sayan Road Surat","₹
22.5 Lac"
495 sqft,1,Apartment,Unfurnished,Adajan Surat,"₹
21 Lac"
400 sqft,1,N/A,Furnished,Nanpura Surat,"₹
30 Lac"
364 sqft,1,Apartment,Unfurnished,Kim Surat,"₹
11 Lac"
565 sqft,1,N/A,Semi-Furnished,Amroli Surat,"₹
12 Lac"
1778 sqft,3,Apartment,Furnished,"Milan Heights, Mota Varachha Surat","₹
75 Lac"
93 sqyrd,3,House,Furnished,Parvat Patiya Surat,"₹
86 Lac"
400 sqft,1,Apartment,Unfurnished,Amroli Surat,"₹
16.5 Lac"
1200 sqft,2,Apartment,Semi-Furnished,Sumul Dairy Road Surat,"₹
30 Lac"
420 sqft,1,Apartment,N/A,Aman apartment nanpura Surat,"₹
15 Lac"
640 sqft,5,Villa,Semi-Furnished,"Ganpat nagar,Pandesara Surat","₹
32 Lac"
1173 sqft,2,Apartment,Unfurnished,"Atlanta Sky Desk, Bhimrad Surat","₹
56 Lac"
2250 sqft,3,House,Semi-Furnished,Adajan Surat,"₹
1.10 Cr"
1400 sqft,3,House,Semi-Furnished,Olpad Sayan Road Surat,"₹
25 Lac"
1700 sqft,3,Apartment,Furnished,"SHANKHESHWER COMPLAX, Kailash Nagar Surat","₹
75 Lac"
754 sqft,2,Apartment,Semi-Furnished,"Meera Height, Bhimrad Surat","₹
72 Lac"
500 sqft,1,N/A,Unfurnished,Kamrej Surat,"₹
9 Lac"
350 sqft,1,Apartment,Semi-Furnished,Harinagar Surat,"₹
17 Lac"
824 sqft,2,Apartment,Semi-Furnished,"Pan Sharanam, Jahangir Pura Surat","₹
30 Lac"
710 sqft,1,Apartment,Semi-Furnished,Sagrampura Surat,"₹
18.5 Lac"
3150 sqft,4,N/A,Semi-Furnished,VIP Road Surat,"₹
1.50 Cr"
850 sqft,1,Apartment,Unfurnished,Udhana Gate Surat,"₹
24 Lac"
775 sqft,1,N/A,Semi-Furnished,"Sweet House, Amroli Surat","₹
16.5 Lac"
648 sqft,1,House,Unfurnished,Olpad Surat,"₹
15 Lac"
851 sqft,1,N/A,Unfurnished,Amroli Surat,"₹
18.5 Lac"
1140 sqft,3,Apartment,Furnished,Sumul Dairy Road Surat,"₹
61 Lac"
950 sqft,2,N/A,Semi-Furnished,Rander Road Surat,"₹
28 Lac"
1100 sqft,3,House,Unfurnished,Kamrej Surat,"₹
27 Lac"
206 sqyrd,5,Villa,Furnished,Varachha Surat,"₹
3.50 Cr"
1738 sqft,3,Apartment,Unfurnished,"Nakshatra Nebula, Jahangirabad Surat","₹
65 Lac"
144 sqyrd,4,House,Semi-Furnished,Surat City Surat,"₹
1.25 Cr"
648 sqft,2,House,Unfurnished,Kareli Surat,"₹
18 Lac"
2400 sqft,4,House,Furnished,Pankaj nagar Surat,"₹
1.40 Cr"
1320 sqft,2,Apartment,Unfurnished,"Santvan Lexon, Palanpur Surat","₹
55 Lac"
650 sqft,3,House,Semi-Furnished,Deladva Gam Surat,"₹
55 Lac"
3200 sqft,4,Villa,Furnished,Varachha Main Road Surat,"₹
4 Cr"
915 sqft,2,Apartment,Furnished,"Shayona Janki Residency, Jahangirabad Surat","₹
49 Lac"
635 sqft,2,Apartment,Semi-Furnished,"Galaxy Heights, Rander Surat","₹
72.5 Lac"
750 sqft,1,Apartment,Unfurnished,Surat,"₹
20.5 Lac"
620 sqft,2,Apartment,Semi-Furnished,"Crystal Avenue, Palanpur Gam Surat","₹
38 Lac"
1800 sqft,3,House,Unfurnished,Adajan Surat,"₹
1.70 Cr"
3600 sqft,4,N/A,Unfurnished,"Varacha, Surat Surat","₹
1.25 Cr"
900 sqft,2,N/A,Semi-Furnished,Sachin Surat,"₹
13 Lac"
1920 sqft,7,House,Unfurnished,Harinagar Surat,"₹
95 Lac"
2250 sqft,3,Apartment,Furnished,Parvat Patiya Surat,"₹
1.04 Cr"
710 sqft,2,House,Unfurnished,"Shantvan Residency, Olpad Surat","₹
23 Lac"
751 sqft,1,Apartment,Semi-Furnished,Palan Pur Patiya Surat,"₹
22 Lac"
1900 sqft,4,Apartment,Semi-Furnished,Adajan Surat,"₹
75 Lac"
"321,001 sqft",1,House,N/A,Surat City Surat,"₹
3.2 Lac"
135 sqyrd,3,House,Furnished,Parvat Patiya Surat,"₹
99 Lac"
960 sqft,2,Apartment,Unfurnished,Adajan Surat,"₹
30 Lac"
750 sqft,2,Apartment,Semi-Furnished,hazira icchapor Surat,"₹
28 Lac"
250 sqft,1,Apartment,Unfurnished,Mathura Nagari Surat,"₹
9 Lac"
2400 sqft,3,Apartment,Unfurnished,Vesu Surat,"₹
1.23 Cr"
1900 sqft,3,Apartment,Furnished,"Sundaram Status, Bhestan Surat","₹
88 Lac"
1100 sqft,2,Apartment,Semi-Furnished,Nan Pura Surat,"₹
35 Lac"
1000 sqft,2,N/A,Unfurnished,Nan Pura Surat,"₹
15 Lac"
1150 sqft,2,Apartment,Unfurnished,D G Point parvat partiya surat Surat,"₹
29.5 Lac"
1071 sqft,2,Apartment,Unfurnished,Ved Rd Surat,"₹
34.3 Lac"
750 sqft,1,Apartment,Unfurnished,Marwadi and Gujarati Surat,"₹
20 Lac"
3500 sqft,4,Villa,Furnished,Pal Surat,"₹
1.95 Cr"
80 sqyrd,3,House,Unfurnished,Adajan Surat,"₹
1.01 Cr"
1300 sqft,3,Apartment,Semi-Furnished,Adarsh Society Surat,"₹
60 Lac"
797 sqft,3,House,Semi-Furnished,Bhatpore Surat,"₹
50 Lac"
"15,786 sqft",10,House,Unfurnished,Kadodara Surat,"₹
2.25 Cr"
800 sqft,2,Apartment,Unfurnished,"Stuti Empress, Palan Pur Patiya Surat","₹
45.2 Lac"
1105 sqft,2,Apartment,Furnished,"Kailash Residency, Dindoli Surat","₹
28 Lac"
700 sqft,1,N/A,Unfurnished,Palan Pur Patiya Surat,"₹
7.5 Lac"
500 sqft,1,House,Unfurnished,Udhna Surat,"₹
25 Lac"
1700 sqft,3,Apartment,Furnished,New City Light Road Surat,"₹
1 Cr"
99 sqyrd,2,House,Semi-Furnished,Nana Varachha Surat,"₹
73 Lac"
550 sqft,2,Villa,Unfurnished,11 -821 Surat,"₹
90 Lac"
1725 sqft,3,Apartment,N/A,"Green City, Bhatha Surat","₹
60 Lac"
300 sqft,1,Apartment,Unfurnished,Karanj Surat,"₹
15 Lac"
1320 sqft,2,Apartment,N/A,"Jolly Residency, Vesu Surat","₹
61 Lac"
800 sqft,2,Apartment,Semi-Furnished,Althan Surat,"₹
61 Lac"
750 sqft,2,House,Semi-Furnished,Sachin Surat,"₹
35 Lac"
75 sqm,1,House,Unfurnished,Katar Gam Surat,"₹
60 Lac"
1250 sqft,2,Apartment,Furnished,Adajan Surat,"₹
45 Lac"
1000 sqft,2,Apartment,Semi-Furnished,gopal locha Surat,"₹
35 Lac"
550 sqft,1,Apartment,Furnished,suman shail vesu Surat,"₹
25 Lac"
1550 sqft,3,Apartment,Furnished,Patel Nagar Surat,"₹
65 Lac"
1620 sqft,4,House,Unfurnished,Katar Gam Surat,"₹
75 Lac"
1011 sqft,2,Apartment,Semi-Furnished,"Green Paradise, Jahangirabad Surat","₹
37 Lac"
700 sqft,1,Villa,Semi-Furnished,Vyara Surat,"₹
5 Cr"
422 sqyrd,5,House,Semi-Furnished,Gopi Pura Surat,"₹
5.25 Cr"
1360 sqft,3,Apartment,Furnished,"Raj Abhishek City Homes, Sachin Surat","₹
45 Lac"
1150 sqft,2,Apartment,Semi-Furnished,Palanpur Patia Surat,"₹
32 Lac"
750 sqft,1,Apartment,Semi-Furnished,"Swapna Villa 2 Phase 2, Kamrej Surat","₹
25 Lac"
900 sqft,2,Apartment,Semi-Furnished,Anand Mahal Road Surat,"₹
25 Lac"
1000 sqft,2,Apartment,N/A,"Adajan, Surat Surat","₹
26 Lac"
1775 sqft,3,Apartment,Unfurnished,"Raghuvir Spectrum, Vesu Surat","₹
92.3 Lac"
1200 sqft,2,House,Unfurnished,AMBIKA ROW HOUSE Surat,"₹
38 Lac"
1000 sqft,2,Apartment,Semi-Furnished,"Rajhans Campus, Pal Surat","₹
52 Lac"
1187 sqft,2,Apartment,Semi-Furnished,Jahangir Pura Surat,"₹
29.5 Lac"
1540 sqft,3,House,Unfurnished,Jahangir Pura Surat,"₹
1.26 Cr"
1050 sqft,2,N/A,N/A,Sagrampura Surat,"₹
50 Lac"
1715 sqft,2,N/A,Furnished,Citylight Area Surat,"₹
75 Lac"
1700 sqft,2,Apartment,Semi-Furnished,"Shyam Awas, Bhatar Road Surat","₹
55 Lac"
1075 sqft,2,Apartment,Unfurnished,Jahangir Pura Surat,"₹
33 Lac"
985 sqft,2,Apartment,Semi-Furnished,Limbayat Surat,"₹
27.1 Lac"
720 sqft,1,House,Unfurnished,Limbayat Surat,"₹
65 Lac"
650 sqft,3,House,Semi-Furnished,Limbayat Surat,"₹
90 Lac"
400 sqft,1,Apartment,Semi-Furnished,Sagrampura Surat,"₹
22 Lac"
800 sqft,2,Apartment,Furnished,Kanku Ashish Apartment Surat,"₹
45 Lac"
1183 sqft,3,Apartment,Furnished,"Nandanvan Apartment, Vesu Surat","₹
1.25 Cr"
750 sqft,1,Apartment,Furnished,"VISHWAS APARTMENT, PALANPUR JAKAT NAKA Surat","₹
20 Lac"
1500 sqft,3,Apartment,Furnished,Citylight Area Surat,"₹
65 Lac"
460 sqft,1,N/A,Unfurnished,Umra Surat,"₹
14.2 Lac"
1600 sqft,4,House,Furnished,Bagumara Surat,"₹
60 Lac"
928 sqft,3,House,Furnished,Parvat Patiya Surat,"₹
1.25 Cr"
73 sqm,1,House,Unfurnished,Rustampura Surat,"₹
1 Cr"
490 sqft,2,House,Furnished,Masma Village Surat,"₹
32.5 Lac"
1270 sqft,3,Apartment,Unfurnished,Subhash Nagar Surat,"₹
70 Lac"
9000 sqft,10,House,Unfurnished,Kadodara Surat,"₹
1.60 Cr"
600 sqft,1,House,Unfurnished,Maroli Surat,"₹
45 Lac"
776 sqft,2,Apartment,Semi-Furnished,Bejanwala complex Surat,"₹
35 Lac"
1440 sqft,3,House,Furnished,Sarthana Jakat Naka Surat,"₹
85 Lac"
650 sqft,1,Apartment,Furnished,Nan Pura Surat,"₹
18 Lac"
970 sqft,3,House,Unfurnished,Surat,"₹
51 Lac"
590 sqft,2,House,N/A,Masma Surat Surat,"₹
25 Lac"
3800 sqft,4,Apartment,Unfurnished,Citylight Area Surat,"₹
2.25 Cr"
1950 sqft,3,Apartment,Furnished,"Neelkanth Residency, Palanpur Gam Surat","₹
90 Lac"
933 sqft,2,Apartment,Furnished,"Afill Tower, Varachha Surat","₹
59 Lac"
900 sqft,2,Apartment,Semi-Furnished,Umra Surat,"₹
38 Lac"
500 sqft,1,N/A,Unfurnished,Katargam Surat,"₹
12 Lac"
1540 sqft,3,Apartment,Furnished,Adajan Surat,"₹
55 Lac"
2500 sqft,4,House,Unfurnished,Nav Sari Bajar Surat,"₹
1.40 Cr"
800 sqft,3,House,Unfurnished,"Devanshi Madhuram Arcade, Dindoli Surat","₹
1.20 Cr"
1700 sqft,3,Apartment,Furnished,LP Savani Surat,"₹
80 Lac"
1950 sqft,3,House,Semi-Furnished,Amroli Surat,"₹
61 Lac"
425 sqft,1,Apartment,Semi-Furnished,Bhagal Surat,"₹
11.7 Lac"
3780 sqft,4,Apartment,Unfurnished,Vesu Surat,"₹
2.17 Cr"
1050 sqft,2,N/A,Semi-Furnished,Singanpor Surat,"₹
30 Lac"
1446 sqft,2,N/A,Semi-Furnished,L P Savani Surat,"₹
39.9 Lac"
1152 sqft,2,Apartment,Semi-Furnished,Adajan Surat,"₹
35 Lac"
594 sqft,1,Apartment,Semi-Furnished,Adajan Patiya Surat,"₹
16 Lac"
187 sqyrd,7,Villa,Furnished,Kapodra Surat,"₹
1.87 Cr"
1800 sqft,10,House,Unfurnished,Kapodra Surat,"₹
52 Lac"
500 sqft,1,N/A,Semi-Furnished,Kapodra Surat,"₹
2.70 Cr"
1360 sqft,3,Apartment,Semi-Furnished,Althan Surat,"₹
39 Lac"
700 sqft,2,N/A,Furnished,Bhagal Surat,"₹
22.5 Lac"
650 sqft,1,Apartment,Unfurnished,Bhagal Surat,"₹
17.9 Lac"
320 sqyrd,5,House,Semi-Furnished,NavYug College Surat,"₹
3 Cr"
2170 sqft,4,Villa,Semi-Furnished,NavYug College Surat,"₹
2.41 Cr"
650 sqft,1,Apartment,Unfurnished,NavYug College Surat,"₹
17.9 Lac"
1050 sqft,2,Apartment,Unfurnished,NavYug College Surat,"₹
28.9 Lac"
1200 sqft,2,Apartment,N/A,Zapa Bazar Surat,"₹
33 Lac"
3000 sqft,3,House,Furnished,Begampura Surat,"₹
75 Lac"
2592 sqft,10,House,Unfurnished,Dindoli Surat,"₹
52 Lac"
800 sqft,1,House,N/A,"Milinum park soc,dindoli Surat","₹
40 Lac"
800 sqft,3,Apartment,Furnished,Chikuwadi Surat,"₹
30.3 Lac"
2000 sqft,5,House,Unfurnished,Chikuwadi Surat,"₹
1.20 Cr"
185 sqyrd,2,Villa,Furnished,Chikuwadi Surat,"₹
1.85 Cr"
80 sqyrd,4,House,Unfurnished,Chikuwadi Surat,"₹
40 Lac"
72 sqyrd,1,House,Unfurnished,Olpad Surat,"₹
32 Lac"
1440 sqft,3,House,Unfurnished,Saniya Kande Surat,"₹
41.5 Lac"
820 sqft,2,House,Semi-Furnished,Saniya Kande Surat,"₹
44.2 Lac"
820 sqft,3,House,Unfurnished,Singanpor Surat,"₹
45 Lac"
900 sqft,2,Apartment,Semi-Furnished,"JT Stuti Highland, Palanpur Surat","₹
45 Lac"
5500 sqft,3,Villa,Furnished,Gajera Road Surat,"₹
6.11 Cr"
700 sqft,1,Apartment,Unfurnished,Gajera Road Surat,"₹
38.5 Lac"
1220 sqft,4,House,Furnished,Gajera Road Surat,"₹
1.04 Cr"
188 sqyrd,4,House,Furnished,Chikuwadi Surat,"₹
1.60 Cr"
750 sqft,2,Apartment,Semi-Furnished,Jahangir Pura Surat,"₹
40 Lac"
1260 sqft,3,Apartment,Furnished,Nanpura Surat,"₹
60 Lac"
1161 sqft,2,Apartment,Semi-Furnished,Palanpur Gam Surat,"₹
36.5 Lac"
935 sqft,3,Apartment,Unfurnished,Dindoli Surat,"₹
48 Lac"
500 sqft,2,N/A,Unfurnished,Near Arya Club Tena Village Surat,"₹
18.5 Lac"
2000 sqft,4,Villa,Semi-Furnished,Adajan Surat,"₹
1.20 Cr"
36 sqft,1,House,Unfurnished,Parvat Patiya Surat,"₹
23.5 Lac"
2500 sqft,4,House,Semi-Furnished,Shanti Sagar Society Pal Surat,"₹
1.4 Lac"
1500 sqft,3,Apartment,Furnished,Parley Point Surat,"₹
65 Lac"
824 sqft,1,Apartment,Unfurnished,Jahangir Pura Surat,"₹
23 Lac"
1251 sqft,2,Apartment,Semi-Furnished,"Meera Avenue, Khadsad Surat","₹
55 Lac"
3500 sqft,7,House,Semi-Furnished,Katargam Surat,"₹
3.51 Cr"
750 sqft,1,N/A,Semi-Furnished,Punagam Surat,"₹
15 Lac"
36 sqft,1,Apartment,Semi-Furnished,Sumanchhaya Surat,"₹
15 Lac"
1800 sqft,3,Apartment,Furnished,Chancellor Apartment Surat,"₹
90 Lac"
963 sqft,3,House,Furnished,Kathor Surat,"₹
60 Lac"
850 sqft,2,Apartment,Unfurnished,Adajan Surat,"₹
41.5 Lac"
1404 sqft,4,Villa,Unfurnished,Omnagar Dindoli Surat Surat,"₹
70 Lac"
1175 sqft,2,Apartment,Furnished,Kailash Nagar Surat,"₹
45 Lac"
1550 sqft,3,House,Semi-Furnished,Sachin Surat,"₹
50 Lac"
1058 sqft,2,Apartment,Furnished,"Vaishnodevi Residency, Dahin Nagar Surat","₹
34 Lac"
1500 sqft,3,House,Semi-Furnished,Kamrej Surat,"₹
52 Lac"
1450 sqft,4,House,Unfurnished,Navagam Surat,"₹
30 Lac"
950 sqft,2,N/A,Unfurnished,Amroli Surat,"₹
29 Lac"
100 sqyrd,1,House,Semi-Furnished,Tadwadi Surat,"₹
80 Lac"
600 sqft,1,Apartment,Furnished,New citylight Surat,"₹
27 Lac"
5000 sqft,5,Apartment,Unfurnished,"Cellestial Dreams, Vesu Surat","₹
7 Cr"
6130 sqft,6,N/A,Unfurnished,Vesu Surat,"₹
2.85 Cr"
750 sqft,2,House,Unfurnished,Amroli Surat,"₹
55 Lac"
760 sqft,3,House,Semi-Furnished,Amroli Surat,"₹
80 Lac"
504 sqft,1,N/A,Semi-Furnished,"Ambika Heaven, Dindoli, Surat Surat","₹
18 Lac"
638 sqft,2,Apartment,Furnished,"Aditya Vrundavan Heights, Dindoli Surat","₹
42 Lac"
6700 sqft,6,Apartment,Furnished,Abhishek park athwalines Surat,"₹
3.50 Cr"
900 sqft,2,House,Unfurnished,Masma Village Surat,"₹
22.5 Lac"
1750 sqft,3,Apartment,Furnished,Suryoday complex Adajan Surat,"₹
85 Lac"
1600 sqft,3,Apartment,Furnished,shaleen Surat,"₹
70 Lac"
1050 sqft,2,Apartment,Furnished,"Vaidehi Heights, Dindoli Surat","₹
36.5 Lac"
800 sqft,2,N/A,Unfurnished,Katargam Surat,"₹
15 Lac"
850 sqft,1,Apartment,Semi-Furnished,Katar Gam Surat,"₹
25 Lac"
900 sqft,2,Apartment,Semi-Furnished,Parley Point Surat,"₹
60 Lac"
1450 sqft,3,Villa,Semi-Furnished,Pal Surat,"₹
99.8 Lac"
750 sqft,2,Apartment,Semi-Furnished,Ichhapore 3 Surat,"₹
28 Lac"
900 sqft,2,Apartment,Unfurnished,Yoginagar Society Surat,"₹
45 Lac"
1041 sqft,2,Apartment,Furnished,Sarjan Residency Surat,"₹
38 Lac"
670 sqft,1,N/A,Unfurnished,Mota Varachha Surat,"₹
24 Lac"
1013 sqft,2,House,Furnished,Bhatpore Surat,"₹
34 Lac"
100 sqyrd,1,House,Furnished,Tadwadi Surat,"₹
80 Lac"
1000 sqft,2,N/A,Furnished,Vasupujya Ecco Homes Surat,"₹
55 Lac"
1010 sqft,2,Apartment,Furnished,Krushnakunj Residency Surat,"₹
32 Lac"
680 sqft,1,House,Semi-Furnished,sai vandana society Surat,"₹
16.5 Lac"
