Carpet Area,BHK,House Type,Furnishing,Address,Price
700 sqft,2,House,Furnished,Morarji Nagar Surat,"₹
60 Lac"
600 sqft,2,Apartment,Furnished,Ganesh Residency Amroli Ganeshpura Surat,"₹
30 Lac"
950 sqft,2,Apartment,Unfurnished,Gopi Pura Surat,"₹
35 Lac"
1120 sqft,3,House,Unfurnished,Masma Village Surat,"₹
36 Lac"
1116 sqft,3,Apartment,Semi-Furnished,"Casa King, Palanpur Surat","₹
82 Lac"
1800 sqft,3,Apartment,Semi-Furnished,Sarthana Jakat Naka Surat,"₹
70 Lac"
2400 sqft,4,Apartment,Furnished,"Blue Bells, Jahangir Pura Surat","₹
85 Lac"
550 sqft,1,House,Unfurnished,Sachin Surat,"₹
22.5 Lac"
1150 sqft,2,N/A,Furnished,Nana Varachha Surat,"₹
34 Lac"
450 sqft,1,Apartment,Unfurnished,Adajan Surat,"₹
21.5 Lac"
1150 sqft,2,Apartment,Unfurnished,Palan Pur Patiya Surat,"₹
38 Lac"
1250 sqft,2,Apartment,Semi-Furnished,"Aagam Enclave, Vesu Surat","₹
53 Lac"
1252 sqft,2,Apartment,Unfurnished,"Swagat Clifton, Althan Surat","₹
50 Lac"
1300 sqft,2,Apartment,Furnished,Parley Point Surat,"₹
66.3 Lac"
480 sqft,1,House,Unfurnished,Kim Surat,"₹
12.5 Lac"
450 sqft,1,N/A,Unfurnished,Singanpor Surat,"₹
7.5 Lac"
268 sqyrd,5,House,Unfurnished,Katargam Surat,"₹
2 Cr"
1350 sqft,3,House,Furnished,Narthan Surat,"₹
60 Lac"
2700 sqft,5,House,Semi-Furnished,"Atithi Western Oasis, Adajan Surat","₹
2.51 Cr"
283 sqyrd,4,House,Furnished,Adajan Patiya Surat,"₹
2.83 Cr"
1800 sqft,3,House,Semi-Furnished,Dindoli Surat,"₹
60 Lac"
1400 sqft,3,House,Unfurnished,"Mahaveer Nagar, New citylight Surat","₹
1.15 Cr"
1620 sqft,4,Villa,Unfurnished,SOMESHWER nagar 1 Bhestan Surat,"₹
70 Lac"
1385 sqft,2,Apartment,Furnished,Adajan Surat,"₹
60 Lac"
1200 sqft,2,Apartment,Semi-Furnished,SK Apt Patel Colony Surat,"₹
30 Lac"
550 sqft,2,Apartment,Furnished,Pali sachin surat Surat,"₹
30 Lac"
2100 sqft,3,Apartment,Unfurnished,"Siddhi Ellipse, Althan Surat","₹
96 Lac"
750 sqft,2,Apartment,Semi-Furnished,503RIDDHI SIDDHI RESIDENCY Surat,"₹
35 Lac"
1251 sqft,2,Apartment,Furnished,Bhatar Road Surat,"₹
56 Lac"
500 sqft,1,Apartment,Furnished,Amroli Surat,"₹
18 Lac"
1186 sqft,2,Apartment,Furnished,"Ambika Heaven, Dindoli Surat","₹
30 Lac"
1200 sqft,2,Apartment,Unfurnished,"Govindji Park, Umra Surat","₹
45 Lac"
695 sqft,1,Apartment,Furnished,Angan Appartment Surat,"₹
21 Lac"
690 sqft,2,Apartment,Unfurnished,Kumudchandra appartment near Milan mandir Surat,"₹
22.5 Lac"
1927 sqft,3,Apartment,Furnished,"Oliva Height, Althan Surat","₹
1.10 Cr"
1450 sqft,3,Apartment,Furnished,Pal Surat,"₹
72 Lac"
1450 sqft,4,House,Semi-Furnished,Palan Pur Patiya Surat,"₹
1.11 Cr"
74 sqm,8,House,Semi-Furnished,Aman Nagar Surat,"₹
90 Lac"
100 sqft,1,Apartment,Semi-Furnished,Amroli Surat,"₹
11.6 Lac"
734 sqft,2,N/A,Furnished,devdhgam Surat,"₹
28.5 Lac"
1040 sqft,2,Apartment,Unfurnished,Vesu Canal Road Surat,"₹
36 Lac"
2200 sqft,4,Villa,Furnished,Barbodhan Surat,"₹
75 Lac"
1325 sqft,2,Apartment,Semi-Furnished,Piplod Surat,"₹
65 Lac"
724 sqft,2,Apartment,Unfurnished,Parvat Patiya Surat,"₹
47 Lac"
N/A,1,House,Unfurnished,"Dindayal Co Operative Housing Society, Aambavadi Surat","₹
90 Lac"
1260 sqft,2,Apartment,Furnished,Vesu Surat,"₹
50 Lac"
745 sqft,2,Apartment,Furnished,"Nandini 2, Vesu Surat","₹
62 Lac"
1131 sqft,2,Apartment,Semi-Furnished,Rander Road Surat,"₹
30 Lac"
680 sqft,1,Apartment,Unfurnished,Kadodar Surat,"₹
19 Lac"
1800 sqft,3,Apartment,Semi-Furnished,Vesu Canal Road Surat,"₹
95 Lac"
850 sqft,2,Apartment,Semi-Furnished,Adajan Surat,"₹
24 Lac"
1600 sqft,3,House,Semi-Furnished,Kamrej Surat,"₹
35 Lac"
1000 sqft,3,Apartment,Unfurnished,Adajan Surat,"₹
88 Lac"
4320 sqft,5,House,Semi-Furnished,Kamrej Road Surat,"₹
1.48 Cr"
1280 sqft,2,Apartment,Semi-Furnished,"Western Heights, Pal Surat","₹
51 Lac"
1650 sqft,4,Apartment,Semi-Furnished,Rajworld Residency Surat,"₹
38 Lac"
575 sqft,1,Apartment,Semi-Furnished,"Jivandeep Swastik Pride, Surat City Surat","₹
20 Lac"
3850 sqft,5,Villa,Furnished,Rander Surat,"₹
9.55 Cr"
1050 sqft,2,Apartment,Furnished,Soham Residency Althan tenamament Surat,"₹
42 Lac"
1400 sqft,3,House,Furnished,Tadwadi Surat,"₹
1.50 Cr"
1075 sqft,2,Apartment,Semi-Furnished,"Siddhi Vinayak Residency, Sachin Surat","₹
27 Lac"
1000 sqft,2,Apartment,Unfurnished,Hajira Surat,"₹
25 Lac"
864 sqft,2,House,Semi-Furnished,"Gruham Luxuria, Masma Village Surat","₹
25.3 Lac"
2007 sqft,3,Apartment,Furnished,Ashirwad Complex Surat,"₹
90 Lac"
1600 sqft,3,N/A,Furnished,Lajpur Surat,"₹
45 Lac"
750 sqft,2,Apartment,Semi-Furnished,"Swapna Srusthi Residency Plots, Bhestan Surat","₹
24.5 Lac"
4000 sqft,5,House,Unfurnished,"Vatsalya Bungalows, Vesu Surat","₹
3.11 Cr"
3000 sqft,5,House,Unfurnished,wood Villa Surat,"₹
1.40 Cr"
2700 sqft,4,House,Furnished,Salabatura Surat,"₹
3.60 Cr"
1050 sqft,2,Apartment,Unfurnished,"Soham Residency, Pal Gam Surat","₹
60 Lac"
2000 sqft,3,House,Unfurnished,Palsana Surat,"₹
33.5 Lac"
1100 sqft,2,Apartment,Semi-Furnished,"Ram Kutir, Adajan Surat","₹
47 Lac"
1267 sqft,2,N/A,Furnished,Sarthana Jakat Naka Surat,"₹
50 Lac"
225 sqft,4,Villa,Semi-Furnished,"Someshwara Enclave, Vesu Surat","₹
3.33 Cr"
1790 sqft,3,Apartment,Furnished,"Nest House, Vesu Surat","₹
95 Lac"
1000 sqft,2,N/A,Unfurnished,Bhagal Surat,"₹
25 Lac"
1527 sqft,3,Apartment,Unfurnished,Amroli Surat,"₹
45 Lac"
900 sqft,2,House,Furnished,Kamrej Surat,"₹
65 Lac"
1285 sqft,2,Apartment,Unfurnished,"Shivdhara Heights, Nana Varachha Surat","₹
47.5 Lac"
546 sqft,1,Apartment,Semi-Furnished,"Regent Plaza, Dindoli Surat","₹
22 Lac"
1600 sqft,3,N/A,Semi-Furnished,Bardoli Surat,"₹
40 Lac"
1200 sqft,4,House,Semi-Furnished,Dindoli Surat,"₹
33 Lac"
648 sqft,3,House,Semi-Furnished,Kathor Surat,"₹
42 Lac"
880 sqft,2,House,Unfurnished,"Siddhnath Avenue, Masma Village Surat","₹
40 Lac"
400 sqft,1,Apartment,Unfurnished,Jahangirabad Surat,"₹
27 Lac"
1800 sqft,3,Apartment,Furnished,"Pratishatha Apartment, Piplod Surat","₹
68 Lac"
1515 sqft,3,Apartment,Furnished,"Sundaram Residency, Bhestan Surat","₹
57.9 Lac"
2284 sqft,3,Apartment,Furnished,Vesu Surat,"₹
1.50 Cr"
1080 sqft,3,House,Unfurnished,Palanpur Jakatnaka Surat,"₹
70 Lac"
2400 sqft,3,House,Unfurnished,Tadwadi Surat,"₹
1.11 Cr"
2500 sqft,4,Apartment,N/A,Vesu Surat,"₹
1.35 Cr"
65 sqyrd,3,Villa,Unfurnished,Masma Village Surat,"₹
27 Lac"
600 sqft,2,Apartment,Unfurnished,Madhav villa Surat,"₹
35 Lac"
1500 sqft,3,House,Unfurnished,Choksi Wadi Surat,"₹
2.25 Cr"
1835 sqft,3,Apartment,Furnished,Jahangirabad Surat,"₹
75 Lac"
450 sqft,1,N/A,Unfurnished,Kosamba Surat,"₹
7 Lac"
1200 sqft,2,House,Furnished,Olpad Surat,"₹
23 Lac"
2900 sqft,4,House,Semi-Furnished,Ramnagar Surat,"₹
99 Lac"
3250 sqft,4,House,Unfurnished,Jahangir Pura Surat,"₹
1.50 Cr"
450 sqft,1,Apartment,Unfurnished,Katargam Surat,"₹
18 Lac"
1100 sqft,3,Apartment,Furnished,"Someshwara Enclave, Vesu Surat","₹
95 Lac"
1568 sqft,3,House,Furnished,Palsana Surat,"₹
55 Lac"
900 sqft,2,House,Semi-Furnished,Bhatpore Surat,"₹
70 Lac"
720 sqft,2,House,Unfurnished,Olpad Surat,"₹
22 Lac"
600 sqft,2,Apartment,Unfurnished,"Ambica Arihant Heights, Palan Pur Patiya Surat","₹
40 Lac"
1000 sqft,2,N/A,Furnished,Gopi Pura Surat,"₹
25 Lac"
754 sqft,2,Apartment,Unfurnished,Sachin Surat,"₹
20 Lac"
667 sqft,1,Apartment,Semi-Furnished,Pandesara Surat,"₹
20 Lac"
500 sqft,1,Apartment,Unfurnished,"Lake View Residency, Amroli Surat","₹
16.5 Lac"
1311 sqft,2,Apartment,Unfurnished,"Pramukh Amaya, Palanpur Surat","₹
60 Lac"
850 sqft,2,Apartment,Unfurnished,Parvat Patiya Surat,"₹
33 Lac"
800 sqft,1,Apartment,Unfurnished,"Arihant Park, Patel Nagar Surat","₹
28 Lac"
800 sqft,2,N/A,Unfurnished,Ram Pura Surat,"₹
20 Lac"
1740 sqft,3,Apartment,Unfurnished,Bhimrad Surat,"₹
90 Lac"
1400 sqft,3,Apartment,Semi-Furnished,"Gothic Heritage, Pal Gam Surat","₹
62 Lac"
1650 sqft,2,House,Semi-Furnished,Narthan Surat,"₹
70 Lac"
862 sqft,2,Apartment,Semi-Furnished,Vrundavan Residency Nr Avirbhav Society Surat,"₹
27.5 Lac"
1912 sqft,3,Apartment,Semi-Furnished,Pal Gam Surat,"₹
61 Lac"
900 sqft,3,House,Unfurnished,Vadod Gam Surat,"₹
45 Lac"
1680 sqft,3,Apartment,Furnished,Nova Apex Surat,"₹
74.5 Lac"
980 sqft,2,House,Semi-Furnished,Masma Village Surat,"₹
32.5 Lac"
1300 sqft,3,Apartment,Semi-Furnished,Amroli Surat,"₹
42.5 Lac"
600 sqft,1,Apartment,Unfurnished,Navagam Surat,"₹
15 Lac"
800 sqft,3,House,Semi-Furnished,Kosamba Surat,"₹
62 Lac"
1200 sqft,2,Apartment,Unfurnished,Surat,"₹
35 Lac"
874 sqft,1,Apartment,Unfurnished,Jahangir Pura Surat,"₹
25 Lac"
1092 sqft,3,Apartment,Furnished,"Divya Jyot Flats, Patel Nagar Surat","₹
63 Lac"
770 sqft,1,Apartment,Semi-Furnished,"Nova Residency, Jahangir Pura Surat","₹
27.5 Lac"
1000 sqft,4,N/A,Unfurnished,Varachha Main Road Surat,"₹
90 Lac"
1150 sqft,2,House,Semi-Furnished,Adajan Surat,"₹
1.11 Cr"
638 sqft,1,Apartment,Semi-Furnished,Udhana-Udhana GIDC Surat,"₹
16.5 Lac"
1638 sqft,3,Apartment,Unfurnished,"S2N Orchid Harmony, Palanpur Gam Surat","₹
72 Lac"
500 sqft,1,Apartment,Unfurnished,Jahangir Pura Surat,"₹
22 Lac"
800 sqft,3,House,Semi-Furnished,Adajan Surat,"₹
94 Lac"
1191 sqft,2,Apartment,Furnished,Althan Surat,"₹
75 Lac"
1300 sqft,2,Apartment,Furnished,Varachha Surat,"₹
45 Lac"
1200 sqft,4,House,Unfurnished,Pandesara Surat,"₹
82 Lac"
970 sqft,2,N/A,Semi-Furnished,Adajan Surat,"₹
30 Lac"
1800 sqft,4,Apartment,Unfurnished,"Vaishnodevi Blue Bells, Jahangir Pura Surat","₹
90 Lac"
900 sqft,2,House,Unfurnished,Palan Pur Patiya Surat,"₹
25 Lac"
3400 sqft,4,Apartment,Semi-Furnished,"The Ultima, Vesu Surat","₹
2.10 Cr"
1100 sqft,2,N/A,Semi-Furnished,Piplod Surat,"₹
65 Lac"
720 sqft,4,House,Semi-Furnished,Kim Surat,"₹
19 Lac"
2000 sqft,4,Apartment,Semi-Furnished,"Rajhans Royalton, Vesu Surat","₹
3.11 Cr"
7500 sqft,5,Apartment,N/A,"Happy home excelencia, surat Surat","₹
6 Cr"
1105 sqft,2,Apartment,Furnished,Gohod Dor Oad Surat,"₹
55 Lac"
2000 sqft,6,House,Unfurnished,Kosad Surat,"₹
65 Lac"
750 sqft,2,House,Unfurnished,Bardoli Surat,"₹
25 Lac"
640 sqft,2,House,Unfurnished,Ramnagar Surat,"₹
20 Lac"
1200 sqft,3,Apartment,Unfurnished,"Celebrity Green, Vesu Surat","₹
1.71 Cr"
800 sqft,2,House,Semi-Furnished,Velanja Surat,"₹
25 Lac"
720 sqft,2,House,Unfurnished,Masma Village Surat,"₹
32 Lac"
783 sqft,2,Apartment,Unfurnished,Kamrej Road Surat,"₹
50 Lac"
1100 sqft,3,Apartment,Furnished,Piplod Surat,"₹
65.8 Lac"
3000 sqft,4,Apartment,Semi-Furnished,Citylight Area Surat,"₹
1.11 Cr"
210 sqft,3,House,Furnished,Mahidhar Pur Surat,"₹
3 Cr"
1656 sqft,3,Apartment,Semi-Furnished,Jahangir Pura Surat,"₹
46 Lac"
1150 sqft,2,N/A,Unfurnished,Deladva Gam Surat,"₹
16.5 Lac"
1200 sqft,2,Apartment,Semi-Furnished,Swayam Residency Surat,"₹
42 Lac"
800 sqft,2,N/A,Furnished,Nan Pura Surat,"₹
15 Lac"
N/A,4,House,Unfurnished,Gokul Nagar Surat,"₹
61.1 Lac"
800 sqft,2,Villa,Unfurnished,Karamala Surat,"₹
19.5 Lac"
720 sqft,1,Apartment,Furnished,Parley Point Surat,"₹
30 Lac"
1600 sqft,3,House,Furnished,Vesu Surat,"₹
75 Lac"
978 sqft,2,Apartment,Semi-Furnished,"Swastik Lake, Dindoli Surat","₹
27 Lac"
812 sqft,1,N/A,Furnished,Adajan Surat,"₹
18 Lac"
560 sqft,2,House,Unfurnished,Masma Village Surat,"₹
37 Lac"
1200 sqft,3,House,Unfurnished,Jahangirabad Surat,"₹
90 Lac"
1225 sqft,2,Apartment,Unfurnished,"Devghat, Surat Surat","₹
30 Lac"
1800 sqft,4,House,Semi-Furnished,Adajan Surat,"₹
1.95 Cr"
960 sqft,3,House,Unfurnished,Dindoli Surat,"₹
38 Lac"
100 sqyrd,4,House,Semi-Furnished,Pankaj nagar Surat,"₹
1.25 Cr"
1080 sqft,2,Apartment,Furnished,Piplod Surat,"₹
80 Lac"
1200 sqft,3,Apartment,Unfurnished,"Happy Home Nandanvan Apartment, Vesu Surat","₹
1.04 Cr"
2450 sqft,3,House,Furnished,Adajan Surat,"₹
1.10 Cr"
1250 sqft,2,Apartment,Furnished,"Orchid Fantasia, Palanpur Surat","₹
58.5 Lac"
995 sqft,2,N/A,Semi-Furnished,Yoginagar Society Surat,"₹
45 Lac"
1400 sqft,2,House,Unfurnished,Amroli Surat,"₹
55 Lac"
756 sqft,1,N/A,Unfurnished,Olpad Surat,"₹
15 Lac"
1200 sqft,3,Apartment,Semi-Furnished,Vanita Park apartment Surat,"₹
50 Lac"
635 sqft,1,Apartment,Unfurnished,Anand Mahal Road Surat,"₹
17 Lac"
540 sqft,1,N/A,Unfurnished,Sayan Surat,"₹
10 Lac"
475 sqft,1,Apartment,Semi-Furnished,"Pasodara, Surat Surat","₹
12.5 Lac"
1205 sqft,2,Apartment,Furnished,Umra Surat,"₹
52 Lac"
1100 sqft,3,Apartment,Semi-Furnished,"Shagun Villa, Jalaram nagarr Surat","₹
4 Cr"
700 sqft,2,House,Unfurnished,Kim Surat,"₹
19.5 Lac"
600 sqft,2,Apartment,Semi-Furnished,Gujrati Surat,"₹
37 Lac"
1750 sqft,3,Apartment,Unfurnished,Citylight Area Surat,"₹
70 Lac"
500 sqft,1,House,Unfurnished,Olpad Surat,"₹
16 Lac"
950 sqft,2,Apartment,Semi-Furnished,Palanpur Jakatnaka Surat,"₹
32 Lac"
1200 sqft,3,House,Semi-Furnished,Jahangirabad Surat,"₹
35 Lac"
800 sqft,4,House,Furnished,Bhagal Surat,"₹
1.30 Cr"
12 sqft,2,House,Unfurnished,Palsana Surat,"₹
17 Lac"
78 sqm,3,House,Semi-Furnished,"Raj Abhishek City Homes, Sachin Surat","₹
45 Lac"
948 sqft,8,House,Semi-Furnished,Sachin Surat,"₹
60 Lac"
1300 sqft,3,Apartment,Unfurnished,"Megh Mayur Meghserman, Athwa Surat","₹
1.05 Cr"
1805 sqft,3,Apartment,Unfurnished,"Swagat Clifton, Bhimrad Surat","₹
83 Lac"
1215 sqft,2,Villa,Furnished,Dandi Road Surat,"₹
62 Lac"
4000 sqft,4,Apartment,Unfurnished,"Surya Signature, Vesu Surat","₹
3.20 Cr"
980 sqft,3,Apartment,Unfurnished,Jahangirabad Surat,"₹
46.7 Lac"
994 sqft,2,Apartment,Furnished,Citylight Area Surat,"₹
51 Lac"
600 sqft,2,N/A,Unfurnished,Kadodara Surat,"₹
23 Lac"
1368 sqft,3,House,Unfurnished,Dindoli Surat,"₹
42 Lac"
1751 sqft,3,Apartment,Furnished,"Behind kalamandir jwellers, ghoad dod road Surat","₹
80 Lac"
1500 sqft,3,Villa,Semi-Furnished,Khatodra Wadi Surat,"₹
90 Lac"
12 sqft,4,House,Semi-Furnished,Hirabag Surat,"₹
22 Lac"
131 sqft,4,House,Unfurnished,Rander Road Surat,"₹
2 Cr"
642 sqft,1,Apartment,Unfurnished,Adajan Surat,"₹
24 Lac"
100 sqft,5,House,Unfurnished,Adajan Surat,"₹
2.05 Cr"
550 sqft,1,Apartment,Semi-Furnished,Kailash Nagar Surat,"₹
17 Lac"
100 sqyrd,4,Villa,N/A,Govinddham Rowhouse Surat,"₹
1.21 Cr"
2200 sqft,3,House,Semi-Furnished,Kamrej Surat,"₹
75 Lac"
432 sqft,2,House,Unfurnished,Kadodar Surat,"₹
15 Lac"
1300 sqft,5,Villa,Unfurnished,Adajan Surat,"₹
2.20 Cr"
1720 sqft,3,Apartment,Furnished,shreepal residency Surat,"₹
1.08 Cr"
710 sqft,2,Apartment,Unfurnished,"Gordhan Green Valley Mangalam Park Bldg S, Dindoli Surat","₹
30 Lac"
480 sqft,1,N/A,Unfurnished,Amroli Surat,"₹
9.5 Lac"
1265 sqft,2,Apartment,Furnished,"Sundaram Residency, Bhestan Surat","₹
45 Lac"
878 sqft,2,N/A,Semi-Furnished,Olpad Surat,"₹
15.8 Lac"
736 sqft,1,N/A,Unfurnished,Bhestan Surat,"₹
17 Lac"
1066 sqft,2,Apartment,Unfurnished,Bhatar Surat,"₹
40 Lac"
700 sqft,2,Apartment,Furnished,Amroli Surat,"₹
36 Lac"
1600 sqft,3,House,Unfurnished,Astoria Greens Surat,"₹
50 Lac"
600 sqft,1,N/A,Semi-Furnished,Adajan Surat,"₹
21.5 Lac"
1080 sqft,3,Apartment,Furnished,"Swapnabhoomi, Vesu Surat","₹
1.50 Cr"
1050 sqft,2,Apartment,Unfurnished,Adajan Surat,"₹
35 Lac"
1050 sqft,2,N/A,Semi-Furnished,HONEY PARK ROAD Surat,"₹
50 Lac"
2600 sqft,3,House,Unfurnished,Vesu Surat,"₹
35 Lac"
1850 sqft,3,Apartment,Unfurnished,Sai Pujya Apts Surat,"₹
85 Lac"
500 sqft,1,Apartment,Semi-Furnished,Nana Varachha Surat,"₹
12 Lac"
600 sqft,1,Apartment,N/A,"Indrajeet society, Bhatar road, Near Milk Palace Surat","₹
17 Lac"
1150 sqft,3,Apartment,Furnished,Sarthana Jakat Naka Surat,"₹
49 Lac"
2152 sqft,3,Apartment,Furnished,Vesu Surat,"₹
1.45 Cr"
750 sqft,2,Apartment,Semi-Furnished,"Samruddhi Apartment, Chauta Bazar Surat","₹
28 Lac"
300 sqft,1,N/A,Unfurnished,Randher Surat,"₹
9.5 Lac"
1000 sqft,2,Apartment,Semi-Furnished,Katargam Surat,"₹
55 Lac"
1260 sqft,2,Apartment,Furnished,Adajan Surat,"₹
40 Lac"
1500 sqft,3,Apartment,Furnished,"Happy Glorious, Vesu Surat","₹
1.35 Cr"
1300 sqft,4,N/A,Furnished,Mandvi Surat,"₹
45 Lac"
925 sqft,2,Apartment,Semi-Furnished,Dumbhal Surat,"₹
23 Lac"
648 sqft,2,Apartment,Semi-Furnished,Ramma residency Surat,"₹
39 Lac"
1400 sqft,2,Apartment,Unfurnished,Citylight Area Surat,"₹
55 Lac"
1500 sqft,2,Apartment,Furnished,Parvat Patiya Surat,"₹
65 Lac"
663 sqft,1,Apartment,Unfurnished,Deladva Gam Surat,"₹
11 Lac"
1400 sqft,3,Apartment,Unfurnished,Pal Surat,"₹
51.5 Lac"
2000 sqft,4,Villa,Semi-Furnished,Piplod Surat,"₹
3.20 Cr"
875 sqft,2,House,Unfurnished,Singanpor Surat,"₹
80 Lac"
800 sqft,3,House,N/A,Olpad Orma road Surat,"₹
33 Lac"
925 sqft,2,Apartment,Unfurnished,Majura Gate Surat,"₹
41 Lac"
650 sqft,3,House,Unfurnished,Nanpura Surat,"₹
65 Lac"
900 sqft,2,N/A,N/A,Vasupujya ECCO Homes Surat,"₹
60 Lac"
108 sqyrd,3,Villa,Furnished,Palanpur Surat,"₹
1.21 Cr"
1302 sqft,2,Villa,Unfurnished,Palan Pur Patiya Surat,"₹
66 Lac"
648 sqft,2,House,N/A,"Aastha vinayak residency,dada bhagvan nansad road, opposite saranam bunglows,surat Surat","₹
27 Lac"
850 sqft,3,House,Unfurnished,Hajira Surat,"₹
75 Lac"
972 sqft,2,Apartment,Unfurnished,"Kalp Madhav Villa, Amroli Surat","₹
25 Lac"
2500 sqft,3,Apartment,Furnished,"Mapple Leaf Residency, Dumas Road Surat","₹
1.80 Cr"
480 sqft,1,Apartment,Furnished,Sagrampura Surat,"₹
16.5 Lac"
600 sqft,1,Apartment,Semi-Furnished,Katar Gam Surat,"₹
15.5 Lac"
1650 sqft,2,Apartment,Unfurnished,NavYug College Surat,"₹
50 Lac"
1621 sqft,3,Apartment,Semi-Furnished,Vesu Surat,"₹
85.4 Lac"
800 sqft,3,House,Unfurnished,Station Road Surat,"₹
40 Lac"
900 sqft,2,Apartment,Furnished,Zapa Bazar Surat,"₹
27.5 Lac"
350 sqft,1,N/A,Unfurnished,Zapa Bazar Surat,"₹
15 Lac"
245 sqyrd,6,House,Unfurnished,Adajan Surat,"₹
2.95 Cr"
700 sqft,1,Apartment,Unfurnished,It's not Surat Surat,"₹
54 Lac"
1891 sqft,3,Apartment,Unfurnished,Ratan Shyam Surat,"₹
79.4 Lac"
1386 sqft,5,House,Semi-Furnished,Sachin Surat,"₹
75 Lac"
1260 sqft,2,House,Furnished,Udhna Surat,"₹
83 Lac"
2111 sqft,3,Apartment,Unfurnished,"Pramukh Amaya, Palanpur Surat","₹
1.05 Cr"
144 sqft,1,House,Unfurnished,307 Surat,"₹
14.5 Lac"
3200 sqft,4,House,Furnished,Piplod Surat,"₹
2.75 Cr"
1050 sqft,2,Apartment,Furnished,prashwanath sankul Surat,"₹
35 Lac"
900 sqft,2,Apartment,N/A,"Soni Falia, Surat Surat","₹
28 Lac"
1960 sqft,3,Apartment,Furnished,"Dobaria Brahmand Residency, Pal Road Surat","₹
1.30 Cr"
1120 sqft,2,Apartment,Furnished,"Aditya Vrundavan Heights, Dindoli Surat","₹
35 Lac"
255 sqm,5,House,Unfurnished,Ghod Dod Road Surat,"₹
2.98 Cr"
1050 sqft,2,Apartment,Furnished,"sarjan residency, katargam Surat","₹
39 Lac"
975 sqft,2,Apartment,Unfurnished,"SHANKHESHWER COMPLAX, Kailash Nagar Surat","₹
24.9 Lac"
1900 sqft,5,House,Furnished,Udhana Surat,"₹
90 Lac"
1260 sqft,5,House,Semi-Furnished,"Ranchhod nagar, udhna Surat","₹
60 Lac"
1650 sqft,3,Apartment,Furnished,"Meghserman Apartment, Citylight Area Surat","₹
1.18 Cr"
550 sqft,2,Apartment,Semi-Furnished,4th floor Suryam Appartment near Gopal Locho Mahidarpura Surat,"₹
39 Lac"
1050 sqft,2,Apartment,Semi-Furnished,Palanpur Gam Surat,"₹
41 Lac"
233 sqyrd,4,House,Unfurnished,Rander Road Surat,"₹
1 Lac"
1400 sqft,2,Apartment,N/A,Athwa Surat,"₹
50 Lac"
600 sqft,3,House,Unfurnished,Dandi Road Surat,"₹
42.5 Lac"
700 sqft,1,N/A,Semi-Furnished,Katargam Surat,"₹
15 Lac"
1084 sqft,2,Apartment,Semi-Furnished,Adajan Surat,"₹
33.5 Lac"
1190 sqft,2,Apartment,Unfurnished,"Vaishnodevi Amour Jahagirabad, Jahangirabad Surat","₹
32 Lac"
1252 sqft,2,Apartment,Unfurnished,"Swagat Clifton, Bhimrad Surat","₹
46 Lac"
1100 sqft,2,Apartment,Semi-Furnished,"Maa Gayatri Apartment, Citylight Area Surat","₹
35 Lac"
780 sqft,2,Apartment,Furnished,Althan Surat,"₹
45.5 Lac"
1264 sqft,2,Apartment,Unfurnished,"Sai Upavan, Palanpur Gam Surat","₹
55 Lac"
1375 sqft,3,Apartment,N/A,Adajan Surat,"₹
60 Lac"
1700 sqft,3,Apartment,Semi-Furnished,"Nandini 1, Vesu Surat","₹
75.7 Lac"
1307 sqft,2,Apartment,Unfurnished,"Soham Elegance, Pal Surat","₹
54.5 Lac"
1068 sqft,3,Apartment,Semi-Furnished,"Nandini 3, Vesu Surat","₹
85 Lac"
1660 sqft,4,Apartment,Unfurnished,"Happy Astoria, Vesu Surat","₹
1.76 Cr"
1144 sqft,2,Apartment,Semi-Furnished,"Shiv Shrungal Homes, Althan Surat","₹
50 Lac"
1260 sqft,4,House,Semi-Furnished,Dindoli Surat,"₹
45 Lac"
740 sqft,1,Apartment,Semi-Furnished,"Nova Residency, Jahangir Pura Surat","₹
22 Lac"
700 sqft,1,Apartment,Furnished,Palan Pur Patiya Surat,"₹
24.5 Lac"
700 sqft,2,Apartment,Semi-Furnished,Palan Pur Patiya Surat,"₹
22 Lac"
1455 sqft,3,Apartment,Unfurnished,"Akshar Plaza, Adajan Surat","₹
53 Lac"
934 sqft,2,Apartment,Furnished,Althan Surat,"₹
60 Lac"
1013 sqft,2,Apartment,Semi-Furnished,"Nest Buildcon Rhythm Residency and Plaza, Amroli Surat","₹
26 Lac"
1227 sqft,2,Apartment,Unfurnished,"Nakshatra Platinum, Palanpur Gam Surat","₹
43 Lac"
72 sqyrd,3,House,Unfurnished,Jahangirabad Surat,"₹
81 Lac"
1127 sqft,2,Apartment,Unfurnished,"Shiv Samarth 1, Pal Gam Surat","₹
48 Lac"
750 sqft,3,House,Semi-Furnished,Katargam Surat,"₹
65 Lac"
850 sqft,2,Apartment,Semi-Furnished,"Parishram Park, Jahangirabad Surat","₹
40 Lac"
600 sqft,2,Apartment,Unfurnished,Nanpura Surat,"₹
20 Lac"
875 sqft,3,Apartment,Unfurnished,Jahangirabad Surat,"₹
55.5 Lac"
730 sqft,2,N/A,Unfurnished,Katargam Surat,"₹
14 Lac"
933 sqft,3,Apartment,Unfurnished,"Nakshatra Nebula, Jahangirabad Surat","₹
65 Lac"
1270 sqft,2,Apartment,Semi-Furnished,"Star World, Pal Surat","₹
49 Lac"
900 sqft,2,Apartment,Semi-Furnished,Udhana Darwaja Surat,"₹
24 Lac"
