Carpet Area,BHK,House Type,Furnishing,Address,Price
1400 sqft,3,Villa,Semi-Furnished,Gotri Vadodara,"₹
1.80 Cr"
1665 sqft,3,Apartment,Semi-Furnished,"Nandi N Crest, Gotri Sevasi Road Vadodara","₹
50 Lac"
800 sqft,2,Apartment,Semi-Furnished,"Sundaram Tower, Atladara Vadodara","₹
25 Lac"
625 sqft,2,Apartment,Semi-Furnished,"Ved Residency II, Waghodia Road Vadodara","₹
21 Lac"
500 sqft,1,Apartment,Semi-Furnished,Old Padra Road Vadodara,"₹
12.5 Lac"
1800 sqft,3,Apartment,Unfurnished,"Natraj Enclave, Karelibaug Vadodara","₹
95 Lac"
500 sqft,1,Apartment,Semi-Furnished,"Indralok Apartment, Maneja Vadodara","₹
20 Lac"
550 sqft,3,N/A,Semi-Furnished,Wadi Vadodara,"₹
8 Lac"
1500 sqft,3,Apartment,Semi-Furnished,Bhayli Vadodara,"₹
55 Lac"
1549 sqft,3,Apartment,Unfurnished,"ARUNODAY SOCIETY, Alkapuri Vadodara","₹
65 Lac"
1000 sqft,3,Apartment,Semi-Furnished,New VIP Road Baikunth Vadodara,"₹
40 Lac"
985 sqft,3,Apartment,Unfurnished,"Kishan Galaxy, Bhayli Vadodara","₹
38 Lac"
680 sqft,2,Apartment,Furnished,"Golden Icon, Vasna Bhayli Main Road Vadodara","₹
38 Lac"
1550 sqft,3,Apartment,Furnished,"Kanha City, Ajwa Road Vadodara","₹
51 Lac"
675 sqft,2,Apartment,Unfurnished,"Gorwa Apartments, Gorwa Vadodara","₹
29.8 Lac"
957 sqft,2,N/A,Semi-Furnished,Subhanpura Vadodara,"₹
22 Lac"
750 sqft,2,N/A,Furnished,Gotri Vadodara,"₹
42 Lac"
900 sqft,2,Apartment,Unfurnished,amarpali residency vasna road Vadodara,"₹
40 Lac"
1200 sqft,3,House,Semi-Furnished,Nani Bapod Vadodara,"₹
30.8 Lac"
850 sqft,2,Apartment,Semi-Furnished,Nani Bapod Vadodara,"₹
16.2 Lac"
870 sqft,2,Apartment,Unfurnished,Nani Bapod Vadodara,"₹
20.6 Lac"
1029 sqft,3,House,Furnished,Chapad Vadodara,"₹
26.4 Lac"
1000 sqft,1,Villa,Semi-Furnished,Chapad Vadodara,"₹
39.1 Lac"
1185 sqft,3,House,Unfurnished,Amodar Vadodara,"₹
30.4 Lac"
1300 sqft,3,House,Furnished,Amodar Vadodara,"₹
33.4 Lac"
775 sqft,2,Apartment,Unfurnished,Babajipura Vadodara,"₹
14.8 Lac"
550 sqft,1,N/A,Semi-Furnished,Babajipura Vadodara,"₹
13.2 Lac"
750 sqft,2,Apartment,Unfurnished,Babajipura Vadodara,"₹
14.3 Lac"
750 sqft,1,N/A,Unfurnished,Babajipura Vadodara,"₹
18 Lac"
700 sqft,2,Apartment,Unfurnished,Sayajipura Vadodara,"₹
35 Lac"
463 sqft,2,Apartment,Semi-Furnished,"Crystal Yagnapurush Bunglows, Gotri, Vadodara Vadodara","₹
24 Lac"
1800 sqft,3,Apartment,Unfurnished,Gotri Road Gotri Vadodara,"₹
80 Lac"
1050 sqft,2,Apartment,Semi-Furnished,"Yogi Greens Residency, Chhani Vadodara","₹
27 Lac"
850 sqft,2,Apartment,Semi-Furnished,Vadsar Vadodara,"₹
19 Lac"
1400 sqft,3,House,Unfurnished,New Alkapuri Vadodara,"₹
79 Lac"
650 sqft,2,Apartment,Semi-Furnished,"The Rise One, Bhayli Vadodara","₹
26 Lac"
1050 sqft,2,Apartment,Semi-Furnished,Hari nagar Vadodara,"₹
55 Lac"
800 sqft,3,Apartment,Unfurnished,"Akshar Enclave, Vasna Bhayli Main Road Vadodara","₹
35 Lac"
750 sqft,2,Apartment,Semi-Furnished,Soma Talav Vadodara,"₹
30 Lac"
1350 sqft,3,Villa,Unfurnished,"Kuber City, Dabhoi Road Vadodara","₹
55 Lac"
1000 sqft,2,Apartment,Unfurnished,Vasna Bhayli Main Road Vadodara,"₹
35 Lac"
1200 sqft,3,Apartment,Semi-Furnished,Atladara Vadodara,"₹
28 Lac"
500 sqft,1,House,Unfurnished,Soma Talav Vadodara,"₹
17 Lac"
1100 sqft,3,Apartment,Semi-Furnished,"Ratnakar Regency, Gotri Road Gotri Vadodara","₹
65 Lac"
749 sqft,2,Apartment,Unfurnished,"Param Orbit, Atladra Vadodara","₹
27 Lac"
1400 sqft,3,N/A,Furnished,New Sama Road Vadodara,"₹
79 Lac"
765 sqft,2,Apartment,Unfurnished,Gotri Vadodara,"₹
25 Lac"
450 sqft,2,House,Semi-Furnished,Waghodia Vadodara,"₹
32 Lac"
2190 sqft,4,House,Semi-Furnished,Bill Vadodara,"₹
1 Cr"
700 sqft,2,Apartment,Furnished,"Baroda Skyz, Gorwa Vadodara","₹
37.5 Lac"
1000 sqft,2,Apartment,Unfurnished,"NLPL NL Gardens, Atladra Vadodara","₹
36 Lac"
1150 sqft,2,Apartment,Unfurnished,"Kanha Gold, kanha gold apartment Vadodara","₹
29.5 Lac"
1065 sqft,3,House,Unfurnished,Waghodia Road Vadodara,"₹
80 Lac"
725 sqft,2,Apartment,Semi-Furnished,"Shree Siddheshwar Helix, Sama Savli Road Vadodara","₹
45 Lac"
1988 sqft,3,House,Unfurnished,Akota Vadodara,"₹
2.25 Cr"
1150 sqft,2,Apartment,Semi-Furnished,Karelibaug Vadodara,"₹
32 Lac"
1020 sqft,2,Apartment,Unfurnished,"Ville 2, Kalali Vadodara","₹
35 Lac"
429 sqft,1,Apartment,Furnished,"Ambikadham, Gajrawadi Vadodara","₹
12 Lac"
1350 sqft,3,Apartment,Semi-Furnished,"Velani Heights, Atladra Vadodara","₹
65 Lac"
2000 sqft,4,House,Unfurnished,Fatehpura Vadodara,"₹
48 Lac"
673 sqft,2,Apartment,Unfurnished,Sun Pharma Road Vadodara,"₹
29 Lac"
700 sqft,3,House,Unfurnished,auro vista 2 bill chapd road Vadodara,"₹
55 Lac"
650 sqft,2,Apartment,Unfurnished,"sanskruti residency, Gorwa Vadodara","₹
30 Lac"
1150 sqft,2,Apartment,Unfurnished,"Samipya Enclave, Gotri Vadodara","₹
33 Lac"
1000 sqft,3,Apartment,Furnished,"Aarcon Abhay Apartment, Karelibaug Vadodara","₹
75 Lac"
664 sqft,1,House,Furnished,Ajwa Road Vadodara,"₹
55 Lac"
450 sqft,1,Apartment,Furnished,Vallabh residency Kishanwadi aajwa road Vadodara,"₹
17.5 Lac"
2150 sqft,3,Apartment,Furnished,Akota Vadodara,"₹
1.11 Cr"
1000 sqft,2,Apartment,Unfurnished,"Gunatit Adhwait Greens, Ajwa Road Vadodara","₹
25 Lac"
1593 sqft,4,Apartment,Furnished,"Darshanam Central Park, Sayajigunj Vadodara","₹
1.25 Cr"
547 sqft,2,Apartment,Semi-Furnished,"Shree Siddheshwar Hari Darshan, Chhani Vadodara","₹
35 Lac"
1250 sqft,2,Apartment,Semi-Furnished,"Shreenath Puram, Nizampura Vadodara","₹
42 Lac"
2000 sqft,3,N/A,Furnished,Bajwa Vadodara,"₹
60 Lac"
612 sqft,2,House,Semi-Furnished,Wadi Vadodara,"₹
40 Lac"
750 sqft,2,Apartment,Unfurnished,"Upvan Heritage, Karadiya Vadodara","₹
35 Lac"
1450 sqft,3,Apartment,Unfurnished,"Vedas, New Alkapuri Vadodara","₹
75 Lac"
560 sqft,1,Apartment,Semi-Furnished,Tandalja Vadodara,"₹
18 Lac"
1164 sqft,2,Apartment,Furnished,Karelibagh Vadodara,"₹
32 Lac"
1470 sqft,3,Apartment,Semi-Furnished,"Darshanam Highview, New Kareli Baug Vadodara","₹
42 Lac"
1617 sqft,3,Apartment,Furnished,"Navdha Apartment , Gotri Vadodara","₹
50 Lac"
1050 sqft,4,House,Unfurnished,Jambuva Vadodara,"₹
59 Lac"
960 sqft,2,Apartment,Semi-Furnished,Makarpura Road Vadodara,"₹
26 Lac"
984 sqft,3,House,Semi-Furnished,New VIP Road Vadodara,"₹
65 Lac"
950 sqft,2,House,Unfurnished,"Jambuva, Vadodara Vadodara","₹
26 Lac"
947 sqft,2,Apartment,Unfurnished,"Pratham Bluets, New Alkapuri Vadodara","₹
41 Lac"
861 sqft,3,Apartment,Unfurnished,Samta Vadodara,"₹
38 Lac"
500 sqft,1,Apartment,Unfurnished,Waghodia Road Vadodara,"₹
21 Lac"
1300 sqft,2,Apartment,Furnished,"the Earth Infinity, Bhayli Vadodara","₹
40 Lac"
1050 sqft,3,House,Furnished,Society Vadodara,"₹
59 Lac"
2200 sqft,3,Apartment,Semi-Furnished,Old Padra Road Vadodara,"₹
90 Lac"
1100 sqft,2,Apartment,Unfurnished,"Siddheshwar Heritage, Madhavpura Vadodara","₹
20 Lac"
750 sqft,2,Apartment,Unfurnished,"The Planet 1, Bill Vadodara","₹
21 Lac"
1000 sqft,2,House,Unfurnished,Sayajipura Vadodara,"₹
36 Lac"
700 sqft,2,N/A,Semi-Furnished,Tarsali Vadodara,"₹
22 Lac"
1060 sqft,3,House,Semi-Furnished,"Taksh Aura, Waghodia Road Vadodara","₹
1.15 Cr"
1200 sqft,2,Apartment,Unfurnished,"Omkara Heights, Sevasi Vadodara","₹
34 Lac"
1120 sqft,2,Apartment,Furnished,"Asopalav Club Apartments, Kalali Vadodara","₹
33 Lac"
1000 sqft,2,Apartment,Furnished,Sayajipura Vadodara,"₹
45 Lac"
1125 sqft,2,Apartment,Furnished,"Asopalav Club Apartments, Kalali Vadodara","₹
37 Lac"
2000 sqft,3,Apartment,Semi-Furnished,Ajwa Road Vadodara,"₹
50 Lac"
752 sqft,2,Apartment,Unfurnished,"Aamrapali Resicom, Atladra Vadodara","₹
41.5 Lac"
1570 sqft,3,Apartment,Semi-Furnished,New VIP Road Baikunth Vadodara,"₹
75 Lac"
881 sqft,2,Apartment,Unfurnished,"Dove Deck, Ajwa Road Vadodara","₹
34 Lac"
500 sqft,2,Apartment,Unfurnished,sardar patel heights Vadodara,"₹
25 Lac"
1100 sqft,2,Apartment,Furnished,Tarsali Vadodara,"₹
25 Lac"
750 sqft,1,N/A,Semi-Furnished,New Karelibaug Vadodara,"₹
15 Lac"
1490 sqft,3,Villa,Semi-Furnished,Vasna - Bhayli Main Rd Vadodara,"₹
72 Lac"
1425 sqft,3,Apartment,Semi-Furnished,Vadodara-Halol Highway Vadodara,"₹
40 Lac"
1250 sqft,3,Apartment,Unfurnished,"Vishranti Tulips, Harni Vadodara","₹
68 Lac"
1350 sqft,3,N/A,Unfurnished,"Alian Residency, Sama Savli Road Vadodara","₹
50 Lac"
825 sqft,2,Apartment,Furnished,Vadodara,"₹
27 Lac"
1470 sqft,2,N/A,Unfurnished,Vasna Road Vadodara,"₹
35 Lac"
595 sqft,1,Apartment,Semi-Furnished,Chhani Vadodara,"₹
15 Lac"
1200 sqft,2,Apartment,Semi-Furnished,Akota Vadodara,"₹
60 Lac"
950 sqft,2,Apartment,Furnished,Atladara Vadodara,"₹
26 Lac"
500 sqft,1,Apartment,Semi-Furnished,Vemali Vadodara,"₹
19 Lac"
1350 sqft,3,Villa,Unfurnished,"Dream Villas, Atladra Vadodara","₹
86 Lac"
490 sqft,1,Apartment,Unfurnished,Gotri Vadodara,"₹
20 Lac"
1750 sqft,2,Apartment,Furnished,"Rudraksh Apartment, Hari nagar Vadodara","₹
55 Lac"
1400 sqft,2,House,Semi-Furnished,"Taksh Aangan, Sayajipura Vadodara","₹
80 Lac"
525 sqft,1,House,Unfurnished,Somnath Nagar Vadodara,"₹
26.8 Lac"
1000 sqft,2,N/A,Semi-Furnished,Tandalja Vadodara,"₹
37 Lac"
2300 sqft,4,N/A,Unfurnished,Ajwa Road Vadodara,"₹
65 Lac"
1170 sqft,3,Apartment,Unfurnished,"Rajeshwar Galaxy, Harni Vadodara","₹
70 Lac"
1080 sqft,2,Apartment,Furnished,"Gotri Apartments, Gotri Vadodara","₹
37 Lac"
1130 sqft,2,N/A,Semi-Furnished,Pratapgunj Vadodara,"₹
57 Lac"
2400 sqft,4,Villa,Unfurnished,"Darshanam Upvan, Kendranagar Vadodara","₹
98 Lac"
1700 sqft,2,Apartment,Semi-Furnished,"Amar Vrundalay Residency, Chhani Vadodara","₹
48 Lac"
1518 sqft,3,House,Semi-Furnished,Ayurvadic cross Road Vadodara,"₹
58 Lac"
1200 sqft,3,N/A,Unfurnished,Berhampur Vadodara,"₹
21 Lac"
750 sqft,2,Apartment,Furnished,Aakashganga Tulsidham main road manjalpur Vadodara,"₹
60 Lac"
450 sqft,1,Apartment,Furnished,Shreemay appartment atladara Vadodara,"₹
18.5 Lac"
1365 sqft,2,Apartment,Semi-Furnished,"New Alkapuri, Vadodara Vadodara","₹
40 Lac"
640 sqft,2,Apartment,Unfurnished,"Siddheshwar Hill Square, Sayajipura Vadodara","₹
24 Lac"
1750 sqft,3,Apartment,Furnished,"Synnove Palladium, Vasna Bhayli Main Road Vadodara","₹
75 Lac"
1100 sqft,3,Apartment,Unfurnished,sai grace Vadodara,"₹
72 Lac"
1300 sqft,3,N/A,Unfurnished,Vemali Vadodara,"₹
36 Lac"
1600 sqft,4,House,Furnished,Somnath Nagar Vadodara,"₹
65 Lac"
550 sqft,2,Apartment,Unfurnished,Ajwa Road Vadodara,"₹
27 Lac"
1000 sqft,2,Apartment,Semi-Furnished,Harinagar Gotri Road Vadodara,"₹
36 Lac"
800 sqft,2,Apartment,Furnished,Vemali Vadodara,"₹
42 Lac"
3750 sqft,4,House,Furnished,Tandalja Vadodara,"₹
1.50 Cr"
1100 sqft,2,Apartment,Semi-Furnished,"Suryanagar,waghodia road Vadodara","₹
36 Lac"
1800 sqft,3,Apartment,N/A,Nizampura Vadodara,"₹
85 Lac"
600 sqft,2,Apartment,Unfurnished,Atladara Vadodara,"₹
22 Lac"
1080 sqft,3,Apartment,Semi-Furnished,"Baroda Skyz, Gorwa Vadodara","₹
42.5 Lac"
2680 sqft,3,N/A,Semi-Furnished,Sevasi Vadodara,"₹
1.15 Cr"
1050 sqft,3,Villa,Semi-Furnished,Maneja Vadodara,"₹
70 Lac"
800 sqft,3,House,Unfurnished,Ajwa Road Vadodara,"₹
46 Lac"
700 sqft,1,Apartment,Semi-Furnished,"Shifa Complex, Tandalja main road Vadodara","₹
20 Lac"
1450 sqft,3,Apartment,Unfurnished,Fatehganj Vadodara,"₹
40 Lac"
1050 sqft,2,Apartment,Semi-Furnished,Tarsali Vadodara,"₹
23.5 Lac"
800 sqft,2,Apartment,Unfurnished,"Kuber Lifestyle, Tarsali Vadodara","₹
18 Lac"
1185 sqft,3,N/A,Furnished,"Asopalav Club Apartments, Kalali Vadodara","₹
40 Lac"
1072 sqft,2,Apartment,Unfurnished,"Sahaj Florencia, Maneja Vadodara","₹
37 Lac"
2500 sqft,4,House,Semi-Furnished,Bhayli Vadodara,"₹
1.20 Cr"
1455 sqft,3,Apartment,Semi-Furnished,Laxmipura Vadodara,"₹
45 Lac"
610 sqft,2,Apartment,Unfurnished,Vadsar Vadodara,"₹
25 Lac"
1350 sqft,3,N/A,Semi-Furnished,Karelibagh Vadodara,"₹
40 Lac"
3300 sqft,5,House,Furnished,Gotri Vadodara,"₹
1.75 Cr"
1100 sqft,3,House,Furnished,"Taksh Galaxy, Madhavpura Vadodara","₹
1.05 Cr"
1797 sqft,3,Apartment,Furnished,"Samanvay Samipya, Harni Vadodara","₹
72 Lac"
2000 sqft,4,House,Unfurnished,Udhna Vadodara,"₹
65 Lac"
2450 sqft,4,Villa,Furnished,New Alkapuri Vadodara,"₹
1.75 Cr"
850 sqft,3,House,Semi-Furnished,New Kareli Baug Vadodara,"₹
75 Lac"
430 sqft,1,Apartment,Furnished,Gotri Vadodara,"₹
16 Lac"
1563 sqft,4,House,Furnished,Chhani Vadodara,"₹
1.40 Cr"
1500 sqft,3,N/A,Furnished,Bhayli Vadodara,"₹
40 Lac"
500 sqft,1,Apartment,Unfurnished,Adita avenue Vadodara,"₹
12 Lac"
2230 sqft,3,Apartment,Furnished,"bhadralok, Old Padra Road Vadodara","₹
95 Lac"
800 sqft,4,House,Furnished,Ajwa Road Vadodara,"₹
75 Lac"
490 sqft,1,Apartment,Furnished,LAKKAD PITHA Vadodara,"₹
13 Lac"
830 sqft,2,Apartment,Semi-Furnished,"Fortune Greenfields 3, Vasna Bhayli Main Road Vadodara","₹
32 Lac"
1875 sqft,4,Villa,Furnished,"Nilamber Bliss, Sevasi Vadodara","₹
1.90 Cr"
1850 sqft,2,House,Semi-Furnished,Gorwa Vadodara,"₹
80 Lac"
550 sqft,2,Apartment,Semi-Furnished,subha residency Vadodara,"₹
24.5 Lac"
3600 sqft,9,House,Furnished,Pani Gate Vadodara,"₹
1.20 Cr"
1000 sqft,2,House,Unfurnished,Sharad Nagar Vadodara,"₹
27 Lac"
1085 sqft,3,Villa,Semi-Furnished,"Shree Shyamal County, Waghodia Road Vadodara","₹
35 Lac"
800 sqft,3,House,Unfurnished,Waghodia Road Vadodara,"₹
55.5 Lac"
600 sqft,2,Apartment,Furnished,"Anandkiran, Bhayli Road Vadodara","₹
35 Lac"
700 sqft,2,Apartment,Semi-Furnished,Saffron Galaxy Tandalja Vadodara,"₹
37 Lac"
1775 sqft,3,Apartment,Semi-Furnished,New Sama Road Vadodara,"₹
72 Lac"
2200 sqft,4,House,Unfurnished,Vadodara,"₹
85 Lac"
900 sqft,2,Apartment,Furnished,"Natraj Enclave, Karelibaug Vadodara","₹
27.5 Lac"
1600 sqft,3,Apartment,Unfurnished,Vadodara,"₹
42 Lac"
1350 sqft,2,Apartment,Unfurnished,"Dove Deck, Ajwa Road Vadodara","₹
35 Lac"
1435 sqft,3,House,Unfurnished,Harni Vadodara,"₹
1.35 Cr"
1050 sqft,2,Apartment,Semi-Furnished,"Shree Siddheshwar Heaven Complex, Kalali, Vadodara Vadodara","₹
28.5 Lac"
1000 sqft,3,House,Furnished,Dabhoi Road Vadodara,"₹
1.35 Cr"
1040 sqft,2,Apartment,Semi-Furnished,"Samanvay Sparsh, Manjalpur Vadodara","₹
33 Lac"
760 sqft,2,Apartment,Unfurnished,"Maple Leaf Heights, Bhayli Vadodara","₹
26 Lac"
752 sqft,2,Apartment,Semi-Furnished,"Fortune V, Sun Pharma Road Vadodara","₹
35 Lac"
650 sqft,1,Apartment,Unfurnished,"Elite Sahjanand, Kalali Vadodara","₹
13.5 Lac"
700 sqft,2,Apartment,Semi-Furnished,Padra Vadodara,"₹
20 Lac"
485 sqft,1,Apartment,Unfurnished,Soma Talav Vadodara,"₹
17.5 Lac"
40 sqm,2,House,Semi-Furnished,Gujarat Housing Board Vadodara,"₹
35 Lac"
1650 sqft,4,House,Furnished,Gotri Vadodara,"₹
2.50 Cr"
500 sqft,2,House,Unfurnished,Harni Road Vadodara,"₹
50 Lac"
900 sqft,2,Apartment,Unfurnished,"Sonal Highlands, Gotri Vadodara","₹
32 Lac"
1100 sqft,2,Apartment,Unfurnished,"Pancham Elite, Khodiyar Nagar Vadodara","₹
40 Lac"
1080 sqft,2,Apartment,Unfurnished,Makarpura Vadodara,"₹
26 Lac"
900 sqft,2,Apartment,Semi-Furnished,"Dream Homes, Atladra Vadodara","₹
30 Lac"
1000 sqft,2,Apartment,Unfurnished,"Siddheshwar Heritage, Waghodia Road Vadodara","₹
21 Lac"
1000 sqft,2,N/A,Semi-Furnished,Chhani Jakat Naka Vadodara,"₹
30 Lac"
1250 sqft,2,Apartment,Unfurnished,"Ananta Samruddhi, Ajwa Road Vadodara","₹
20 Lac"
1050 sqft,3,Apartment,Unfurnished,"Berry Avenue, Akota Vadodara","₹
50 Lac"
600 sqft,2,Apartment,Unfurnished,"Maple Leaf Heights, Bhayli Vadodara","₹
26 Lac"
1590 sqft,3,Apartment,Unfurnished,Ellora Park Vadodara,"₹
90 Lac"
1250 sqft,3,Apartment,Furnished,Fatehgunj Vadodara,"₹
79.5 Lac"
1800 sqft,4,House,Unfurnished,Sreenathji dream city waghodiya road Vadodara,"₹
48 Lac"
650 sqft,2,Apartment,Furnished,New Kareli Baug Vadodara,"₹
23.5 Lac"
938 sqft,3,Apartment,Semi-Furnished,Karelibaug Vadodara,"₹
35 Lac"
900 sqft,2,Apartment,Unfurnished,"Siddheshwar Heritage, Madhavpura Vadodara","₹
25 Lac"
600 sqft,2,Apartment,Unfurnished,"Gangotri Apartment, Gotri Vadodara","₹
21.5 Lac"
850 sqft,2,N/A,Semi-Furnished,Gorwa Vadodara,"₹
35 Lac"
2000 sqft,3,Villa,Furnished,Karjan Vadodara,"₹
68 Lac"
950 sqft,2,Apartment,Semi-Furnished,Waghodia Road Vadodara,"₹
29 Lac"
2000 sqft,3,Apartment,Unfurnished,Atladra Vadodara,"₹
50 Lac"
680 sqft,2,Apartment,Unfurnished,"Park Solitaire, Vadsar Vadodara","₹
40 Lac"
740 sqft,2,Apartment,Unfurnished,"Pancham Elite, Khodiyar Nagar Vadodara","₹
38 Lac"
400 sqft,1,Apartment,Unfurnished,Gorwa Road Vadodara,"₹
12.5 Lac"
1200 sqft,3,Apartment,Semi-Furnished,Ring Road Vadodara,"₹
40 Lac"
900 sqft,3,House,Unfurnished,"Pancham Villa, Ajwa Road Vadodara","₹
60 Lac"
800 sqft,3,House,Unfurnished,Makarpura Road Vadodara,"₹
58 Lac"
735 sqft,2,Apartment,Unfurnished,Waghodia Road Vadodara,"₹
29.5 Lac"
1000 sqft,3,Apartment,Unfurnished,Fatehgunj Vadodara,"₹
35 Lac"
975 sqft,2,Apartment,Semi-Furnished,Jambuva Vadodara,"₹
40 Lac"
1750 sqft,3,Apartment,Semi-Furnished,New Alkapuri Vadodara,"₹
65 Lac"
1100 sqft,2,Apartment,Semi-Furnished,Rajesh tower road Vadodara,"₹
25.5 Lac"
1051 sqft,2,Apartment,Semi-Furnished,Gotri Vadodara,"₹
33 Lac"
900 sqft,3,Apartment,Furnished,Nyalkaran Vadodara,"₹
33 Lac"
1350 sqft,2,Apartment,Semi-Furnished,Vasna Bhayli Main Road Vadodara,"₹
45 Lac"
1000 sqft,2,N/A,Semi-Furnished,Ajwa Road Vadodara,"₹
35 Lac"
1094 sqft,3,Apartment,Semi-Furnished,"SP Shree Siddheshwar Paradise, Harni Vadodara","₹
75 Lac"
1800 sqft,6,House,Furnished,Waghodia Road Vadodara,"₹
2.25 Cr"
1800 sqft,3,Apartment,Furnished,Race Course Road Vadodara,"₹
75 Lac"
680 sqft,2,Apartment,Unfurnished,Vadodara,"₹
20 Lac"
1251 sqft,3,House,Unfurnished,Harni Road Vadodara,"₹
1.25 Cr"
1900 sqft,3,N/A,Furnished,Vasna Bhayli Main Road Vadodara,"₹
1.49 Cr"
700 sqft,2,Apartment,Unfurnished,"JB Element Rise, Gotri Vadodara","₹
40 Lac"
2000 sqft,4,House,Furnished,Mangal Murti society Vadodara,"₹
1 Cr"
860 sqft,2,Apartment,Semi-Furnished,"Maple Leaf Heights, Bhayli Vadodara","₹
30 Lac"
1112 sqft,3,Apartment,Furnished,"Shilpan Bliss, Vasna Bhayli Main Road Vadodara","₹
80 Lac"
1300 sqft,2,Apartment,Semi-Furnished,Akota Vadodara,"₹
60 Lac"
960 sqft,3,N/A,Unfurnished,Chhani Vadodara,"₹
50 Lac"
1100 sqft,3,Apartment,Furnished,"Balaji greens, Chhani Jakat Naka Vadodara","₹
55 Lac"
675 sqft,4,House,Furnished,"Ananta Swagatam, Kalali Road Vadodara","₹
88 Lac"
850 sqft,1,Apartment,Unfurnished,"Shree Krishna Residency, Sama Road Vadodara","₹
23 Lac"
1450 sqft,3,Apartment,Unfurnished,"Shri Nidhi Residency, Vasna Road Vadodara","₹
50 Lac"
950 sqft,2,Apartment,Semi-Furnished,"Darshan Heights, Waghodia Vadodara","₹
32 Lac"
1150 sqft,2,N/A,Semi-Furnished,Bhayli Vadodara,"₹
33.5 Lac"
890 sqft,3,Apartment,Unfurnished,"Upvan Residency, Navapura Vadodara","₹
51.5 Lac"
746 sqft,2,Apartment,Unfurnished,Old Padra Road Vadodara,"₹
31 Lac"
1500 sqft,3,Apartment,Semi-Furnished,Vasna Bhayli Main Road Vadodara,"₹
35 Lac"
1153 sqft,3,Apartment,Unfurnished,"Nilkanth Greens, Kalali Vadodara","₹
67 Lac"
850 sqft,2,Apartment,Unfurnished,"Narayan Highlife Apartment, Waghodia Road Vadodara","₹
32 Lac"
1485 sqft,2,Apartment,Unfurnished,"Aakar Madhuvan Residency, Laxmipura Vadodara","₹
45 Lac"
1280 sqft,2,Apartment,Furnished,Alkapuri Vadodara,"₹
1 Cr"
1230 sqft,3,House,Semi-Furnished,Tarsali Vadodara,"₹
65 Lac"
1350 sqft,2,N/A,Furnished,Manjalpur Vadodara,"₹
52 Lac"
550 sqft,2,Apartment,Semi-Furnished,Padra Road Vadodara,"₹
37 Lac"
715 sqft,2,Apartment,Unfurnished,Gorwa Vadodara,"₹
30 Lac"
700 sqft,2,House,Semi-Furnished,Ner Vipraod Vadodara,"₹
55 Lac"
1150 sqft,2,House,Unfurnished,Manjalpur Vadodara,"₹
45 Lac"
1200 sqft,3,House,Furnished,Ajwa Road Vadodara,"₹
50 Lac"
850 sqft,2,N/A,Furnished,Dandia Bazar Vadodara,"₹
16 Lac"
700 sqft,2,Apartment,Furnished,"Darshan Heights, Waghodia Vadodara","₹
39 Lac"
600 sqft,1,Apartment,Semi-Furnished,Chhani Vadodara,"₹
14.5 Lac"
2000 sqft,3,N/A,Furnished,Sayajipura Vadodara,"₹
50 Lac"
600 sqft,2,Apartment,Furnished,Vasna Bhayli Main Road Vadodara,"₹
32 Lac"
1600 sqft,3,N/A,Semi-Furnished,Alkapuri Vadodara,"₹
75 Lac"
2000 sqft,4,House,Furnished,Saiyed Vasna Road Vadodara,"₹
2 Cr"
900 sqft,3,N/A,Furnished,"The Rise 1, Vasna Bhayli Main Road Vadodara","₹
45 Lac"
4297 sqft,4,House,Unfurnished,Vasna Road Vadodara,"₹
1.75 Cr"
1500 sqft,4,Apartment,Semi-Furnished,Nishat complex Vadodara,"₹
90 Lac"
2755 sqft,4,N/A,Semi-Furnished,"Earth Allyssum, Bhayli Vadodara","₹
79 Lac"
860 sqft,2,Apartment,Semi-Furnished,"Earth Complex, Mujmahuda Vadodara","₹
50 Lac"
1275 sqft,2,Apartment,N/A,Vasna - Bhayli Main Rd Vadodara,"₹
50 Lac"
1600 sqft,2,Apartment,Unfurnished,Ajwa Road Vadodara,"₹
80 Lac"
734 sqft,2,Apartment,Unfurnished,"Zillion Sparsh, Tarsali Vadodara","₹
31 Lac"
1080 sqft,2,Apartment,Furnished,"Gunatit Residency, Gotri Vadodara","₹
29 Lac"
730 sqft,2,Apartment,Semi-Furnished,Tarsali Vadodara,"₹
27.9 Lac"
90 sqft,2,Apartment,Unfurnished,Pavandham Society Vadodara,"₹
60 Lac"
1200 sqft,3,House,Unfurnished,Maneja Vadodara,"₹
65 Lac"
1076 sqft,3,Apartment,Unfurnished,Vadodara,"₹
81 Lac"
1000 sqft,3,N/A,Furnished,Waghodia Road Vadodara,"₹
45 Lac"
1100 sqft,3,Apartment,Semi-Furnished,"Rosedale Heights, Vasna Bhayli Main Road Vadodara","₹
58 Lac"
500 sqft,1,N/A,Unfurnished,Vadsar Vadodara,"₹
25 Lac"
48 sqm,2,Apartment,Semi-Furnished,"Siddhi Maple Mudra, Manjalpur Vadodara","₹
33 Lac"
642 sqft,2,Apartment,Semi-Furnished,"Zillion Sparsh, Tarsali Vadodara","₹
28 Lac"
600 sqft,2,Apartment,Unfurnished,"Shivam Shreeji Flats, Kalali Vadodara","₹
17 Lac"
2700 sqft,3,House,Semi-Furnished,Diwalipura Vadodara,"₹
3.51 Cr"
1150 sqft,4,House,Semi-Furnished,"Royal Lifes, Ajwa Road Vadodara","₹
60 Lac"
